freq p1h p2h zpidg(0..3) hpidg(0..3) ppidg(0..3) rpidg(0..3) gz_rc gz_wam maxmrate mg
250 101199 101149 [ 0 0 0.005 -1 ] [ 0 0 0.015 -1 ] [ 0.1 0 0.02 -1 ] [ 0.1 0 0.02 -1 ] 0.1 0.65 500 41

time      t_abs     comp      t1       t2       p1          p2          dz       hdg      pitch    roll     cal tz   th   tp   tr   zov         hov         pov         rov         m1  m2  m3  m4  err       
0.588     2111.090  23802     25.624   25.624   101202.242  101134.000  -0.033   -13.751  18.696   -15.771  0   -8   -9   -5   6    -0.015      0.009       -5.708      2.600       53  41  36  48  0000000000000000
0.592     2111.094  21666     25.604   25.604   101213.781  101150.945  -0.065   -12.672  17.808   -15.526  0   -8   -9   -3   6    0.039       -4.048      12.362      0.927       37  53  60  27  0000000000000000
0.596     2111.098  19531     25.561   25.561   101188.195  101151.117  -0.042   -10.325  20.471   -16.553  0   -7   -9   -3   5    1.221       -8.799      -15.666     2.291       73  24  37  51  0000000000000000
0.600     2111.102  24739     25.549   25.549   101207.852  101154.219  -0.064   -9.664   19.233   -16.131  0   -7   -9   -4   5    0.028       -2.481      -1.131      -0.001      48  41  46  43  0000000000000000
0.604     2111.106  19167     25.773   25.773   101214.133  101156.914  -0.102   -9.316   20.612   -16.465  0   -6   -11  -4   5    1.297       -8.805      -9.358      3.817       68  32  42  43  0000000000000000
0.608     2111.110  21094     25.668   25.668   101202.680  101139.664  -0.095   -8.599   19.654   -15.421  0   -6   -11  -4   4    -0.009      -2.690      2.423       -8.278      37  36  58  48  0000000000000000
0.612     2111.114  19687     25.672   25.672   101205.750  101148.594  -0.104   -10.312  18.574   -15.922  0   -5   -12  -4   4    1.262       2.677       3.144       4.497       44  56  42  41  0000000000000000
0.616     2111.118  24635     25.664   25.664   101199.141  101148.180  -0.099   -9.844   18.285   -16.648  0   -4   -12  -3   4    1.244       -1.758      4.317       5.697       49  54  46  34  0000000000000000
0.620     2111.122  20677     25.536   25.536   101221.211  101157.859  -0.152   -9.395   17.611   -16.426  0   -4   -12  -1   4    0.065       -1.683      11.511      0.931       36  55  57  30  0000000000000000
0.624     2111.126  26249     25.682   25.682   101202.430  101139.594  -0.142   -8.973   16.861   -17.557  0   -4   -12  -2   3    -0.012      -1.581      -3.140      2.712       52  42  40  43  0000000000000000
0.628     2111.130  20521     25.513   25.513   101211.742  101156.672  -0.171   -9.680   16.540   -18.009  0   -3   -12  -1   3    1.287       2.649       4.854       4.362       43  58  44  39  0000000000000000
0.632     2111.134  18906     25.854   25.854   101207.203  101167.891  -0.203   -8.772   15.772   -18.905  0   -4   -12  -1   3    -1.211      -3.404      2.162       6.668       51  49  42  31  0000000000000000
0.636     2111.138  24114     25.613   25.613   101194.320  101147.664  -0.183   -8.611   16.887   -20.303  0   -3   -11  -1   3    1.226       3.146       -7.362      9.323       60  52  27  48  0000000000000000
0.640     2111.142  22084     25.506   25.506   101191.305  101147.109  -0.158   -8.039   16.645   -18.396  0   -3   -11  -1   3    -0.032      -2.143      -0.554      -7.400      40  34  54  50  0000000000000000
0.644     2111.146  20416     25.693   25.693   101198.367  101149.477  -0.151   -8.178   16.310   -19.578  0   -2   -9   -2   3    1.241       8.021       -5.156      8.171       51  57  25  51  0000000000000000
0.648     2111.150  18333     25.613   25.613   101185.523  101136.750  -0.103   -8.627   17.887   -20.849  0   -2   -9   -3   3    -0.060      1.683       -14.975     8.737       68  41  20  53  0000000000000000
0.652     2111.154  20260     25.635   25.635   101185.883  101156.367  -0.080   -7.595   19.688   -20.137  0   -4   -9   -4   4    -2.529      -3.869      -16.377     3.853       67  27  27  52  0000000000000000
0.656     2111.158  20521     25.620   25.620   101190.203  101160.797  -0.071   -7.331   20.542   -19.503  0   -4   -9   -5   4    -0.011      -0.991      -11.822     -0.817      58  32  36  58  0000000000000000
0.660     2111.162  19635     25.443   25.443   101188.055  101149.383  -0.046   -8.191   22.139   -19.807  0   -5   -9   -4   4    -1.282      3.227       -5.599      3.901       52  47  33  50  0000000000000000
0.664     2111.166  24167     25.586   25.586   101189.234  101143.125  -0.017   -8.180   20.007   -20.652  0   -5   -9   -4   4    -0.036      -0.044      8.261       6.690       45  61  48  31  0000000000000000
0.668     2111.170  20208     25.709   25.709   101206.094  101151.367  -0.033   -8.606   18.493   -19.956  0   -5   -9   -4   4    0.021       1.597       5.320       -1.083      38  51  50  43  0000000000000000
0.672     2111.174  22344     25.602   25.602   101205.312  101134.281  -0.028   -8.162   19.532   -20.510  0   -5   -9   -5   4    -0.006      -1.664      -12.648     5.221       65  37  30  52  0000000000000000
0.676     2111.178  24063     25.554   25.554   101179.508  101136.102  0.028    -8.606   18.225   -21.580  0   -5   -9   -4   4    -0.071      1.667       9.310       7.905       43  65  46  30  0000000000000000
0.680     2111.182  19166     25.681   25.681   101186.695  101150.875  0.051    -7.058   18.038   -21.076  0   -5   -9   -4   4    -0.028      -5.807      -1.265      -0.010      53  39  50  41  0000000000000000
0.684     2111.186  20051     25.697   25.697   101199.555  101138.031  0.060    -5.478   16.955   -21.371  0   -5   -9   -6   4    -0.012      -5.923      -6.883      4.009       62  37  41  42  0000000000000000
0.688     2111.190  24895     25.476   25.476   101205.648  101150.852  0.043    -4.940   16.171   -20.295  0   -5   -9   -6   4    0.022       -2.018      1.705       -2.950      42  42  52  44  0000000000000000
0.692     2111.194  19844     25.662   25.662   101188.570  101131.867  0.082    -6.789   16.367   -20.846  0   -4   -9   -6   5    1.200       6.934       -3.216      10.340      53  60  26  46  0000000000000000
0.696     2111.198  20000     25.667   25.667   101196.703  101152.250  0.080    -7.695   15.575   -21.268  0   -3   -10  -6   6    1.252       -0.352      1.799       9.838       55  58  39  34  0000000000000000
0.700     2111.202  24688     25.565   25.565   101204.344  101146.883  0.069    -7.090   12.372   -19.870  0   -3   -10  -6   6    0.014       -2.269      14.179      -4.402      28  52  65  32  0000000000000000
0.704     2111.206  24583     25.718   25.718   101194.844  101154.906  0.069    -7.910   12.829   -19.800  0   -3   -10  -7   6    0.000       3.074       -9.266      2.227       53  40  30  54  0000000000000000
0.708     2111.210  20990     25.547   25.547   101198.703  101145.055  0.071    -7.824   14.062   -21.638  0   -3   -10  -7   6    -0.003      -0.323      -8.272      11.955      66  48  25  41  0000000000000000
0.712     2111.214  21145     25.508   25.508   101208.141  101152.008  0.046    -7.225   13.515   -22.178  0   -3   -9   -7   7    0.031       1.503       0.684       10.616      53  58  34  35  0000000000000000
0.716     2111.218  21250     25.596   25.596   101178.453  101154.891  0.081    -8.788   12.254   -22.574  0   -3   -9   -7   7    -0.043      5.863       4.378       4.939       40  60  38  41  0000000000000000
0.720     2111.222  20834     25.734   25.734   101187.883  101155.406  0.094    -7.846   10.943   -23.256  0   -3   -9   -7   7    -0.016      -3.532      4.762       6.437       50  53  47  30  0000000000000000
0.724     2111.226  23490     25.546   25.546   101224.492  101150.188  0.036    -8.910   10.607   -23.719  0   -3   -9   -7   7    0.072       3.987       -0.084      5.389       47  54  36  44  0000000000000000
0.728     2111.230  19583     25.446   25.446   101215.750  101146.477  0.003    -10.382  10.703   -23.049  0   -3   -9   -8   7    0.041       5.520       -7.349      -0.349      46  43  32  58  0000000000000000
0.732     2111.234  21666     25.741   25.741   101202.898  101153.711  -0.010   -11.077  11.314   -23.443  0   -3   -7   -7   7    0.017       10.107      0.112       5.015       40  60  30  50  0000000000000000
0.736     2111.238  23177     25.585   25.585   101200.320  101166.125  -0.031   -11.408  10.341   -23.697  0   -2   -7   -8   7    1.277       1.243       -1.968      4.339       51  50  39  45  0000000000000000
0.740     2111.242  21406     25.538   25.538   101206.781  101155.039  -0.053   -8.039   8.954    -22.708  0   -2   -7   -8   7    0.027       -12.633     5.240       -1.974      50  35  64  29  0000000000000000
0.744     2111.246  21042     25.594   25.594   101207.633  101160.180  -0.081   -9.217   9.051    -22.587  0   -2   -7   -8   7    0.035       4.418       -2.189      2.355       45  49  36  49  0000000000000000
0.748     2111.250  27500     25.492   25.492   101211.656  101160.352  -0.117   -8.233   7.869    -23.804  0   -1   -7   -8   8    1.295       -3.691      4.322       14.265      60  61  40  24  0000000000000000
0.752     2111.254  23594     25.453   25.453   101193.547  101165.062  -0.119   -7.889   6.573    -21.814  0   -1   -7   -9   8    0.002       -1.290      -0.078      -6.971      38  36  52  50  0000000000000000
0.756     2111.258  21146     25.773   25.773   101194.555  101147.102  -0.102   -8.434   5.794    -20.897  0   -2   -9   -9   8    -1.270      -5.457      2.418       -1.696      44  38  52  36  0000000000000000
0.760     2111.262  19843     25.607   25.607   101193.320  101158.914  -0.097   -10.114  4.917    -20.719  0   -2   -9   -9   8    -0.006      6.300       2.993       1.983       36  55  38  45  0000000000000000
0.764     2111.266  20052     25.528   25.528   101195.055  101166.547  -0.105   -10.105  4.656    -20.869  0   -1   -10  -9   8    1.259       -3.782      -0.065      3.636       52  45  45  37  0000000000000000
0.768     2111.270  26042     25.676   25.676   101205.094  101153.805  -0.119   -10.519  3.876    -20.312  0   -1   -10  -8   8    0.017       1.551       7.713       0.047       34  53  49  37  0000000000000000
0.772     2111.274  23073     25.781   25.781   101211.797  101144.102  -0.135   -13.096  2.946    -20.976  0   -1   -10  -6   8    0.020       9.663       13.759      6.219       26  73  41  33  0000000000000000
0.776     2111.278  21197     25.622   25.622   101186.836  101155.883  -0.112   -12.003  3.129    -22.320  0   -2   -10  -6   7    -1.279      -4.100      -1.829      4.654       53  41  40  36  0000000000000000
0.780     2111.282  19427     25.492   25.492   101208.906  101141.664  -0.120   -11.873  3.036    -22.481  0   -3   -10  -7   6    -1.240      -0.485      -5.539      -1.346      47  35  39  49  0000000000000000
0.784     2111.286  21302     25.519   25.519   101192.508  101141.273  -0.092   -10.927  3.527    -20.476  0   -3   -10  -7   5    -0.034      -3.550      -3.509      -12.482     38  24  56  56  0000000000000000
0.788     2111.290  19271     25.611   25.611   101197.750  101149.258  -0.086   -11.053  2.058    -20.188  0   -2   -10  -5   5    1.242       0.475       16.639      1.080       28  63  60  27  0000000000000000
0.792     2111.294  26249     25.671   25.671   101200.359  101161.531  -0.100   -9.299   3.024    -19.941  0   0    -10  -5   5    2.517       -6.578      -5.631      1.259       59  35  45  43  0000000000000000
0.796     2111.298  20573     25.582   25.582   101199.266  101152.055  -0.099   -9.811   4.169    -20.137  0   -1   -10  -5   6    -1.250      1.919       -6.641      8.596       55  46  25  42  0000000000000000
0.800     2111.302  28229     25.609   25.609   101229.695  101151.609  -0.162   -8.944   3.252    -20.746  0   -1   -10  -5   5    0.078       -3.250      3.758       0.618       44  45  50  36  0000000000000000
0.804     2111.306  21250     25.601   25.601   101210.719  101155.648  -0.188   -6.872   2.186    -21.947  0   -1   -10  -5   5    0.032       -7.772      4.610       8.701       56  49  47  23  0000000000000000
0.808     2111.310  22135     25.675   25.675   101210.938  101144.914  -0.200   -8.917   2.304    -22.417  0   -1   -10  -5   5    0.016       7.671       -1.319      5.090       43  55  30  48  0000000000000000
0.812     2111.314  24636     25.570   25.570   101204.414  101162.914  -0.219   -9.314   1.662    -22.820  0   -1   -10  -6   5    0.024       1.488       -2.556      4.800       50  48  35  43  0000000000000000
0.816     2111.318  23177     25.527   25.527   101188.281  101151.117  -0.191   -9.583   2.062    -22.275  0   -1   -10  -6   5    -0.036      1.011       -2.806      -0.000      46  42  40  48  0000000000000000
0.820     2111.322  21563     25.739   25.739   101180.492  101139.789  -0.134   -9.412   1.343    -22.400  0   -1   -10  -6   5    -0.071      -0.643      2.861       3.365       45  49  44  37  0000000000000000
0.824     2111.326  22135     25.810   25.810   101198.789  101156.773  -0.137   -9.461   1.602    -24.240  0   -1   -10  -6   5    0.004       0.185       -2.053      12.126      58  55  30  35  0000000000000000
0.828     2111.330  20573     25.611   25.611   101197.273  101164.695  -0.145   -8.875   2.053    -25.838  0   -1   -9   -6   5    0.011       1.549       -3.064      11.070      58  55  29  39  0000000000000000
0.832     2111.334  26979     25.447   25.447   101208.258  101149.711  -0.160   -9.486   1.130    -23.523  0   0    -9   -6   5    1.268       2.294       3.903       -8.720      31  43  56  53  0000000000000000
0.836     2111.338  24062     25.596   25.596   101215.914  101139.719  -0.178   -9.425   0.809    -23.752  0   1    -9   -6   4    1.273       -0.229      0.923       -1.081      44  45  48  45  0000000000000000
0.840     2111.342  20260     25.601   25.601   101210.547  101163.375  -0.211   -9.210   1.702    -23.596  0   1    -9   -6   4    0.041       -0.808      -5.232      1.980       52  40  38  47  0000000000000000
